"RelativePath","SizeBytes","LastWriteTime","Classification","Destination"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/04_ARCHITECTURE.md","3651","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/04_ARCHITECTURE.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/05_DOMAIN_MODEL.md","2785","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/05_DOMAIN_MODEL.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/06_STATE_MACHINES.md","2270","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/06_STATE_MACHINES.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/07_FLOWS.md","4014","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/07_FLOWS.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/08_SERVICE_CASE.md","3385","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/08_SERVICE_CASE.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/09_SERVICE_ASSIGNMENT.md","3383","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/09_SERVICE_ASSIGNMENT.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/10_SERVICE_SESSION.md","3359","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/10_SERVICE_SESSION.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/11_EVENT_ENGINE.md","3257","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/11_EVENT_ENGINE.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/12_NOTIFICATION_ENGINE.md","3089","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/12_NOTIFICATION_ENGINE.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/13_DATA_MODEL.md","3214","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/13_DATA_MODEL.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/14_API_CONTRACT.md","3649","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/14_API_CONTRACT.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/15_PERMISSION_MATRIX.md","2529","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/15_PERMISSION_MATRIX.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/16_UI_SCREEN_CATALOG.md","3145","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/16_UI_SCREEN_CATALOG.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/17_ADMIN_CONFIGURATION.md","2259","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/17_ADMIN_CONFIGURATION.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/18_TEST_SCENARIOS.md","4035","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/18_TEST_SCENARIOS.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/19_PRODUCT_BIBLE_UPDATE.md","4020","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/19_PRODUCT_BIBLE_UPDATE.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/20_ADR.md","3899","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/20_ADR.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/21_NON_FUNCTIONAL_REQUIREMENTS.md","1714","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/21_NON_FUNCTIONAL_REQUIREMENTS.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/22_SECURITY_AND_AUDIT.md","1079","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/22_SECURITY_AND_AUDIT.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/23_OPEN_QUESTIONS_AND_FUTURE.md","947","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/23_OPEN_QUESTIONS_AND_FUTURE.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/CHANGELOG.md","1093","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/CHANGELOG.md"
"module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/VERSION.md","608","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_03_Booking_Assignment_Engine_v1.0/VERSION.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md","2228","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/00_README.md","5921","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/00_README.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/01_EXECUTIVE_SUMMARY.md","5398","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/01_EXECUTIVE_SUMMARY.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/02_PLATFORM_ARCHITECTURAL_PRINCIPLES.md","6653","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/02_PLATFORM_ARCHITECTURAL_PRINCIPLES.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/03_PRODUCT_SPECIFICATION.md","6587","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/03_PRODUCT_SPECIFICATION.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/04_BUSINESS_RULES.md","14296","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/04_BUSINESS_RULES.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/05_ARCHITECTURE.md","5313","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/05_ARCHITECTURE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/06_DOMAIN_MODEL.md","5543","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/06_DOMAIN_MODEL.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/07_STATE_MACHINES.md","7500","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/07_STATE_MACHINES.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/08_FLOWS.md","5263","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/08_FLOWS.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/09_SESSION_LIFECYCLE_ENGINE.md","3576","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/09_SESSION_LIFECYCLE_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/10_PRESENCE_LOCATION_ENGINE.md","3603","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/10_PRESENCE_LOCATION_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/11_START_CHECKLIST_ENGINE.md","4430","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/11_START_CHECKLIST_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/12_ACTIVITY_ENGINE.md","4095","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/12_ACTIVITY_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/13_OBSERVATION_ENGINE.md","3709","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/13_OBSERVATION_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/14_EVIDENCE_ENGINE.md","3465","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/14_EVIDENCE_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/15_INTERACTION_ENGINE.md","5157","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/15_INTERACTION_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/16_EXCEPTION_RESOLUTION_ENGINE.md","4875","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/16_EXCEPTION_RESOLUTION_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/17_EXTENSION_OVERTIME_ENGINE.md","3907","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/17_EXTENSION_OVERTIME_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/18_COMPLETION_HANDOVER_ENGINE.md","4446","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/18_COMPLETION_HANDOVER_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/19_EVENT_CATALOG.md","4461","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/19_EVENT_CATALOG.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/20_NOTIFICATION_ENGINE.md","4437","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/20_NOTIFICATION_ENGINE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/21_DATA_MODEL.md","7603","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/21_DATA_MODEL.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/22_API_CONTRACT.md","5720","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/22_API_CONTRACT.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/23_PERMISSION_MATRIX.md","3308","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/23_PERMISSION_MATRIX.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/24_UI_SCREEN_CATALOG.md","3483","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/24_UI_SCREEN_CATALOG.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/25_ADMIN_CONFIGURATION.md","3656","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/25_ADMIN_CONFIGURATION.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/26_TEST_SCENARIOS.md","5546","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/26_TEST_SCENARIOS.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/27_PRODUCT_BIBLE_UPDATE.md","5981","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/27_PRODUCT_BIBLE_UPDATE.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/28_ADR.md","7277","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/28_ADR.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/CHANGELOG.md","1786","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/CHANGELOG.md"
"module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/VERSION.md","899","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_04_Service_Execution_Engine_v1.0/VERSION.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md","2228","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/00_GENERIC_FRAMEWORK_CORRECTION_ADDENDUM.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/00_README.md","7920","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/00_README.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/01_EXECUTIVE_SUMMARY.md","4252","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/01_EXECUTIVE_SUMMARY.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/02_PLATFORM_ARCHITECTURAL_PRINCIPLES.md","3530","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/02_PLATFORM_ARCHITECTURAL_PRINCIPLES.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/03_PRODUCT_SPECIFICATION.md","3441","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/03_PRODUCT_SPECIFICATION.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/04_BUSINESS_RULES.md","7022","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/04_BUSINESS_RULES.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/05_ARCHITECTURE.md","3480","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/05_ARCHITECTURE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/06_DOMAIN_MODEL.md","4126","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/06_DOMAIN_MODEL.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/07_STATE_MACHINES.md","3244","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/07_STATE_MACHINES.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/08_FLOWS.md","4118","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/08_FLOWS.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/09_FINANCIAL_LIFECYCLE_ENGINE.md","3416","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/09_FINANCIAL_LIFECYCLE_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/10_RESERVATION_PAYMENT_EXPIRATION_ENGINE.md","3422","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/10_RESERVATION_PAYMENT_EXPIRATION_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/11_PRICING_CONTRACT_ENGINE.md","3688","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/11_PRICING_CONTRACT_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/12_FINANCIAL_DOCUMENT_INVOICE_ENGINE.md","4045","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/12_FINANCIAL_DOCUMENT_INVOICE_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/13_PAYMENT_COLLECTION_ENGINE.md","3294","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/13_PAYMENT_COLLECTION_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/14_ESCROW_ENGINE.md","3236","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/14_ESCROW_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/15_FINANCIAL_POLICY_ENGINE.md","3733","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/15_FINANCIAL_POLICY_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/16_COMMISSION_ALLOCATION_ENGINE.md","3438","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/16_COMMISSION_ALLOCATION_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/17_LEDGER_ENGINE.md","3372","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/17_LEDGER_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/18_RUNNING_STATEMENT_ENGINE.md","3422","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/18_RUNNING_STATEMENT_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/19_WALLET_ENGINE.md","3664","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/19_WALLET_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/20_REFUND_ADJUSTMENT_ENGINE.md","3731","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/20_REFUND_ADJUSTMENT_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/21_SETTLEMENT_NETTING_ENGINE.md","3790","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/21_SETTLEMENT_NETTING_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/22_FINANCIAL_EVENT_CATALOG.md","3720","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/22_FINANCIAL_EVENT_CATALOG.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/23_NOTIFICATION_ENGINE.md","2444","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/23_NOTIFICATION_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/24_DATA_MODEL.md","3678","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/24_DATA_MODEL.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/25_API_CONTRACT.md","2938","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/25_API_CONTRACT.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/26_PERMISSION_MATRIX.md","2570","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/26_PERMISSION_MATRIX.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/27_UI_SCREEN_CATALOG.md","2412","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/27_UI_SCREEN_CATALOG.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/28_ADMIN_CONFIGURATION.md","2727","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/28_ADMIN_CONFIGURATION.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/29_TEST_SCENARIOS.md","3579","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/29_TEST_SCENARIOS.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/30_PRODUCT_BIBLE_UPDATE.md","2681","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/30_PRODUCT_BIBLE_UPDATE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/31_ADR.md","6031","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/31_ADR.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/32_FINANCIAL_OBLIGATION_ENGINE.md","2842","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/32_FINANCIAL_OBLIGATION_ENGINE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/33_MONEY_OWNERSHIP_LIFECYCLE.md","2420","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/33_MONEY_OWNERSHIP_LIFECYCLE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/34_FINANCIAL_PARTY_ARCHITECTURE.md","2210","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/34_FINANCIAL_PARTY_ARCHITECTURE.md"
"module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/35_CUSTOMER_WALLET_LEDGER_ENGINE.md","2178","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_05_Financial_Operations_Engine_v1_1_ENTERPRISE_FINAL/35_CUSTOMER_WALLET_LEDGER_ENGINE.md"
